objectid,parentid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,rightsstatement,format original,youtubeid,type,format,object_template,object_download,image_small,image_thumb
twrs491,,bibliography,ACHORD__2002__p_2003__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2000-2001","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,2002,,salmonids,,,,,"ACHORD, 2002 (p 2003) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2002__p_2003__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2002__p_2003__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2002__p_2003__salmon_th.jpg
twrs492,,bibliography,ACHORD__2001__p_2002__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2001-2002","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,2001,,salmonids,,,,,"ACHORD, 2001 (p 2002) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2001__p_2002__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2001__p_2002__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2001__p_2002__salmon_th.jpg
twrs493,,bibliography,ACHORD__2000__p_2001__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 2000-2001","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,2000,,salmonids,,,,,"ACHORD, 2000 (p 2001) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2000__p_2001__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2000__p_2001__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2000__p_2001__salmon_th.jpg
twrs494,,bibliography,ACHORD__1999__p_2001__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1999","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1999,,salmonids,,,,,"ACHORD, 1999 (p 2001) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1999__p_2001__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1999__p_2001__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1999__p_2001__salmon_th.jpg
twrs495,,bibliography,ACHORD__1998__p_2000__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1998","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1998,,salmonids,,,,,"ACHORD, 1998 (p 2000) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1998__p_2000__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1998__p_2000__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1998__p_2000__salmon_th.jpg
twrs496,,bibliography,ACHORD__1997__p_1998__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1997","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1997,,salmonids,,,,,"ACHORD, 1997 (p 1998) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1997__p_1998__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1997__p_1998__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1997__p_1998__salmon_th.jpg
twrs497,,bibliography,ACHORD__1996__p_1997__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1996","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1996,,salmonids,,,,,"ACHORD, 1996 (p 1997) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1996__p_1997__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1996__p_1997__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1996__p_1997__salmon_th.jpg
twrs498,,bibliography,ACHORD__1995__p_1996__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1995","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1995,,salmonids,,,,,"ACHORD, 1995 (p 1996) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1995__p_1996__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1995__p_1996__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1995__p_1996__salmon_th.jpg
twrs499,,bibliography,ACHORD__1994__p_1995__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1994","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1994,,salmonids,,,,,"ACHORD, 1994 (p 1995) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1994__p_1995__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1994__p_1995__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1994__p_1995__salmon_th.jpg
twrs500,,bibliography,ACHORD__1993__p_1995__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1993","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1993,,salmonids,,,,,"ACHORD, 1993 (p 1995) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1993__p_1995__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1993__p_1995__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1993__p_1995__salmon_th.jpg
twrs501,,bibliography,ACHORD__1992__p_1994__Salmon.pdf,"Monitoring the Migrations of Wild Snake River Spring/Summer Chinook Salmon Smolts, 1992","Achord, S.; Axel, G. A.; Hockersmith, E. E.; Sandford, B. P.; Eppard, M. B.; Matthews, G.",Annual Report,1992,,salmonids,,,,,"ACHORD, 1992 (p 1994) Salmon",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1992__p_1994__Salmon.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1992__p_1994__salmon_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1992__p_1994__salmon_th.jpg
twrs502,,bibliography,ACHORD__1996_Salmon_Pit_Tags.pdf,Use of Passive Integrated Transponder (PIT) Tags to Monitor Migration Timing of Snake River Chinook Salmon Smolts,"Achord, S.; Matthews, G. M.; Johnson, O. W.; Marsh, D. M.",Journal Publication,1996,,salmonids,,,,,"ACHORD, 1996 Salmon Pit Tags",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__1996_Salmon_Pit_Tags.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__1996_salmon_pit_tags_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__1996_salmon_pit_tags_th.jpg
twrs503,,bibliography,,Relating size of individuals to juvenile survival within and among closely-related populations of chinook salmon,"Zabel, R. W.; Achord, S.",,2008,,salmonids,,,,,,,,,,text,record,record,,,
twrs504,,bibliography,AKENSON__J_J_1992_Century_at_Taylor.pdf,A century of Taylor Ranch history,"Akenson, J. J.",Essay,1992,,history; dave lewis; jess taylor; big creek; taylor wilderness research station; sheepeater; caswell brothers; dorothy taylor; maurice hornocker; arlo lewis; ray arnold; gary koehler; frank leonhardy; ,,,,,"AKENSON, J J 1992 Century at Taylor",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/AKENSON__J_J_1992_Century_at_Taylor.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/akenson__j_j_1992_century_at_taylor_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/akenson__j_j_1992_century_at_taylor_th.jpg
twrs505,,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71141841700001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_forged%20in%20fire&sortby=rank,Jumping from the frying pan,"Akenson, H. A.",Essay,2005,,fire; holly akenson; jim akenson; diamond complex fire,,,Forged in fire: essays by Idaho Writers,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71141841700001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_forged%20in%20fire&sortby=rank,,
twrs506,,bibliography,Akenson__H_A__1999_Predicting_Mortality.pdf,Predicting summer lamb mortality in free ranging bighorn sheep,"Akenson, H. A.",Research Report,1998,,bighorn sheep; jim akenson; holly akenson,,,,,"Akenson, H A, 1999 Predicting Mortality",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Akenson__H_A__1999_Predicting_Mortality.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/akenson__h_a__1999_predicting_mortality_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/akenson__h_a__1999_predicting_mortality_th.jpg
twrs507,,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71168772500001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_Holly%20Akenson%20bighorn%20sheep&offset=0,Spatial relationships and behavior of bighorn sheep sharing a winter range with mule deer and elk in central Idaho,"Akenson, H. A.",Thesis,1992,,bighorn sheep; holly akenson; deer; elk,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71168772500001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_Holly%20Akenson%20bighorn%20sheep&offset=0,,
twrs508,,bibliography,ACHORD__2003_Salmon_Density.pdf,Density-dependent mortality in Pacific salmon: The ghost of impacts past?,"Achord, S.; Levin, P. S.; Zabel, R. W.",Journal Publication,2003,,salmonids,,,,,"ACHORD, 2003 Salmon Density",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/ACHORD__2003_Salmon_Density.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/achord__2003_salmon_density_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/achord__2003_salmon_density_th.jpg
twrs509,,bibliography,,Natural Regulation of Ungulates (What Constitutes A Real Wilderness?),"Peek, J. M. ",,1980,,mule deer; elk; bighorn sheep,,,,,,,,,,text,record,record,,,
twrs510,,bibliography,,"Elk Calf Survival Salmon River Mountain, Idaho","Hinck, T",,2006,,elk,,,,,,,,,,text,record,record,,,
twrs511,,bibliography,,Big Game-Livestock Relationships on the Bighorn Sheep Winter Range East Fork Salmon River Idaho,"Lauer, J.L.; Peek, J.M.",,1976,,bighorn sheep,,,,,,,,,,text,record,record,,,
twrs512,,bibliography,,Nutritional Ecology and Population Dynamics of Bihorn Sheep in Central Idaho,"Wagner, G.D.",,,,bighorn sheep,,,,,,,,,,text,record,record,,,
twrs513,,bibliography,,Resource Partitioning and Coexistence of Sympatric Mink and River Otter Populations,"Melquist, W.E.; Whitman, J.S.; Hornocker, M.G.",,,,mink; river otter; maurice hornocker,,,,,,,,,,text,record,record,,,
twrs514,,bibliography,,Development and Use of a Telemetry Technique For Studying River Otter,"Melquist, W.E.; Hornocker, M.G.",,1979,,river otter; maurice hornocker,,,,,,,,,,text,record,record,,,
twrs515,,bibliography,,Methods and Techniques for Studying and Censusing River Otter Populations,"Melquist, W.E.; Hornocker, M.G.",,1979,,river otter; maurice hornocker,,,,,,,,,,text,record,record,,,
twrs516,,bibliography,,Assessing Plant Community Attributes Along Environmental Gradients in Two Critical Landscapes,"Thorson, A.",,2019,,vegetation,,,,,,,,,,text,record,record,,,
twrs517,,bibliography,Clippinger_DeVlieg_Final_Report.pdf,Exploring Altitudinal and Climatic Effects on Coniferous Seedling Regeneration in Burned Areas in Central Idaho,"Clippinger, E. ",,2009,,fire; vegetation; climate,,,,,Clippinger DeVlieg Final Report,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Clippinger_DeVlieg_Final_Report.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/clippinger_devlieg_final_report_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/clippinger_devlieg_final_report_th.jpg
twrs518,,bibliography,,Ecology and Conservation of High-Elevation Amphibian Populations in Hitorically Fishless Watersheds with Introduced Trout,"Pilliod, D.S.",,2001,,amphibian,,,,,,,,,,text,record,record,,,
twrs519,,bibliography,Malison_Rachel_MScThesis_ISU_2008.pdf,"Effects of Wildfire on Aquatic Insect Assemblages, Emerging Adult Insects, and Riparian Consumers In A Wilderness Watershed","Malison, R.L.",Thesis,2008,,fire; auatic insects; water; big creek; idaho state university,,,,Idaho State University ,Malison_Rachel_MScThesis_ISU_2008,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Malison_Rachel_MScThesis_ISU_2008.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/malison_rachel_mscthesis_isu_2008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/malison_rachel_mscthesis_isu_2008_th.jpg
twrs520,,bibliography,,Nest Site Characteristics of Sharp-Shinned Hawks in the Frank Church-River Of No Return Wilderness,"Karl, J.W.",,1994,,ornithology,,,,,,,,,,text,record,record,,,
twrs521,,bibliography,,Aquatic Ecology of IPA Streams,"Flater, C.M.",,1975,,water,,,,,,,,,,text,record,record,,,
twrs522,,bibliography,,Monitoring Boreal Owl Populations with Nest Boxes: Sample Size and Cost,"Hayward, G.D.; Steinhorst, R.K.; Hayward, P.H.",,1992,,ornithology; owls,,,,,,,,,,text,record,record,,,
twrs523,,bibliography,,Forest Management and Conservation of Boreal Owls in North America,"Hayward, G.D.",,1997,,ornithology; owls,,,,,,,,,,text,record,record,,,
twrs524,,bibliography,,Nesting Density and Success of Prairie Falcons in Southwestern Idaho,"Ogden, V.T.; Hornocker, M.G.",,1977,,ornithology,,,,,,,,,,text,record,record,,,
twrs525,,bibliography,,Test Excavations in the River of No Return Wilderness: Preliminary Report on Waterfall Village and Big Creek Cave,"Wylie, J.; Scott, T. Gallagher, J. ",,1981,,archaeology; indigenous people,,,,,,,,,,text,record,record,,,
twrs526,,bibliography,Eversole_Elijah_ISU_MScGeosciences_Thesis_2008.pdf,"Soldier Bar Landslide and Subsequent Late Pleistocene Lakes, Big Creek, Valley County, Idaho","Eversole, E.K.",Thesis,2008,,geology; big creek; idaho state university; soldier bar,,,,Idaho State University ,Eversole_Elijah_ISU_MScGeosciences_Thesis_2008,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Eversole_Elijah_ISU_MScGeosciences_Thesis_2008.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/eversole_elijah_isu_mscgeosciences_thesis_2008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/eversole_elijah_isu_mscgeosciences_thesis_2008_th.jpg
twrs527,,bibliography,,"Relative Abundance and Habitat Associations of Small Mammals in Chamberlain Bain, Central Idaho","Hayward, G.D.; Hayward, P.H.",,1995,,frank church river of no return wilderness; small mammals,,,,,,,,,,text,record,record,,,
twrs528,,bibliography,,Embeddedness of Salmonid Habitat of Selected Streams on the Payette National Forest,"Burns, D.C.; Edwards, R.E.",,1985,,salmonids; water; ,,,,,,,,,,text,record,record,,,
twrs529,,bibliography,,Reconnaissance and Mapping of Habitat Types Within A Central Portion of The Frank Church-River of No Return Wilderness,"Alexander, B.G.",,1984,,mapping; vegetation,,,,,,,,,,text,record,record,,,
twrs530,,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71162484350001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_leonhardy%20frank%20archaeological%20sites&offset=0,"Archaeological site testing at Big Creek (10VY31/PY-114), Krassel Ranger District, Frank Church-River of No Return Wilderness, Payette National Forest, Idaho","Leonhardy, F.C.; Thomas, F.; Frye, J.",Book,2000,,archaeological; big creek; frank church river of no return wilderness; payette national forest; indigenous people; anthropology,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71162484350001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_leonhardy%20frank%20archaeological%20sites&offset=0,,
twrs531,,bibliography,2006_Pasteurella.pdf,Herd health and habitat quality in relationship to Pasteurella spp. induced pneumonia in Rocky Mountain bighorn sheep (Ovis canadensis canadensis),"Frey, R.K.",Thesis,2006,,bighorn sheep,,,,,2006 Pasteurella,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/2006_Pasteurella.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/2006_pasteurella_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/2006_pasteurella_th.jpg
twrs532,,bibliography,,Geologic control on valley width on Big Creek,"Lifton, Z. ",,2005,,geology; big creek,,,,,,,,,,text,record,record,,,
twrs533,,bibliography,,"Hornocker Mountain lion population size, age, sex composition, and home ranges","Koehler, G.; Quigley, H. B. ",,,,mountain lion; maurice hornocker,,,,,,,,,,text,record,record,,,
twrs534,,bibliography,Thomas__1988_Intro_Only.pdf,Literature review of bighorn sheep and Sheepeater Indians,"Thomas, F. ",,1988,,bighorn sheep; indigenous people,,,,,"Thomas, 1988 Intro Only",,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Thomas__1988_Intro_Only.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/thomas__1988_intro_only_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/thomas__1988_intro_only_th.jpg
twrs535,,bibliography,Adams_McKenna_ISU_MSc_Thesis_2019.pdf,Emergence Phenology Of The Giant Salmonfly And Responses By Birds In Idaho River Networks,"Adams, M.M.",Thesis,2019,,aquatic insects; ornithology; water; idaho state university,,,,Idaho State University ,Adams_McKenna_ISU_MSc_Thesis_2019,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Adams_McKenna_ISU_MSc_Thesis_2019.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/adams_mckenna_isu_msc_thesis_2019_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/adams_mckenna_isu_msc_thesis_2019_th.jpg
twrs536,,bibliography,Baxter_etal_Big_Onion_Project_Report_2006.pdf,"Multi-layered, interdisciplinary mapping of a wilderness watershed: The ""Big Onion Project""","Baxter, C. ",Project Report,2006,,idaho state university; jim akenson; holly akenson; big onion,,,,Idaho State University ,Baxter_etal_Big Onion Project Report 2006,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Baxter_etal_Big_Onion_Project_Report_2006.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/baxter_etal_big_onion_project_report_2006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/baxter_etal_big_onion_project_report_2006_th.jpg
twrs537,,bibliography,Blackadar_Ryan_ISU_MSc_Thesis_2013.pdf,Winter Ecology Of A Wilderness River: Effects of Ice Disturbance And Subsidies Of Ungulate Carcasses On Aquatic Food Webs,"Blackadar, R.J.",Thesis,2013,,idaho state university; ungulate; water; hydrology; big creek; elk; wolf,,,,Idaho State University ,Blackadar_Ryan_ISU_MSc_Thesis_2013,,,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/Blackadar_Ryan_ISU_MSc_Thesis_2013.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/blackadar_ryan_isu_msc_thesis_2013_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/blackadar_ryan_isu_msc_thesis_2013_th.jpg
