objectid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subjects,latitude,longitude,Source,Donor,Identifier,Rights,Standardized Rights,Format Original,youtubeid,Type,Format,object_template,object_download,image_small,image_thumb
twrs338,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71108873630001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_Mountain%20sheep%20and%20mountain%20sheep%20hunters&offset=0,Mountain sheep and mountain sheep hunters,"Thomas, F. S.",,1988,,bighorn sheep,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71108873630001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_Mountain%20sheep%20and%20mountain%20sheep%20hunters&offset=0,,
twrs339,bibliography,TANK__1986_Passerines_Birds.pdf,Habitat relationships of wintering passerines in the River of No Return Wilderness Area of central Idaho.,"Tank, S. L.; Sidle, W. B.",Journal Publication ,1986,,ornithology; frank church river of no return wilderness,,,,University of Idaho,"TANK, 1986 Passerines Birds",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/TANK__1986_Passerines_Birds.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/tank__1986_passerines_birds_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/tank__1986_passerines_birds_th.jpg
twrs340,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71149205950001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_susan%20tank%20a%20winter%20passerine&offset=0,"A winter passerine ecology study in the River of No Return Wilderness, central Idaho","Tank, S. L.",Thesis,1983,,ornithology,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71149205950001451&context=L&vid=UID&lang=en_US&search_scope=everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any_contains_susan%20tank%20a%20winter%20passerine&offset=0,,
twrs341,bibliography,STREUTKER__2005_Gravel_Bars_Poster.pdf,"Remote characterization of gravel bars in Big Creek, Idaho","Streutker, D.; Mundt, J.; Glenn, N.",Academic Poster,2005,,geology; big creek,,,,,"STREUTKER, 2005 Gravel Bars Poster",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/STREUTKER__2005_Gravel_Bars_Poster.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/streutker__2005_gravel_bars_poster_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/streutker__2005_gravel_bars_poster_th.jpg
twrs342,bibliography,STROBL__2001_Amphibians.pdf,Amphibians of the Big Creek drainage of the Frank Church River of No Return Wilderness Area,"Strobl, C.",Research Report,2001,,herptology; big creek; frank church river of no return wilderness; amphibian,,,,,"STROBL, 2001 Amphibians",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/STROBL__2001_Amphibians.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/strobl__2001_amphibians_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/strobl__2001_amphibians_th.jpg
twrs343,bibliography,STROBL__2001_Amphibians_PPT.pdf,Amphibians within the Big Creek Drainage of the Frank Church River of No-Return Wilderness Area,"Strobl, C.",Presentation ,2001,,herptology; big creek; frank church river of no return wilderness; amphibian,,,,,"STROBL, 2001 Amphibians PPT",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/STROBL__2001_Amphibians_PPT.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/strobl__2001_amphibians_ppt_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/strobl__2001_amphibians_ppt_th.jpg
twrs344,bibliography,Strickler_Dissertation_5-8-2008.pdf,"American Dippers (Cinclus Mexicanus) And Montane Streams: Habitat Selection, Nesting Ecology, and Movements in Relation to Stream Conditions","Strickler, K.",Dissertation,2008,,ornithology; hydrology; water,,,,,Strickler_Dissertation_5-8-2008,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/Strickler_Dissertation_5-8-2008.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/strickler_dissertation_5-8-2008_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/strickler_dissertation_5-8-2008_th.jpg
twrs345,bibliography,STEUTER__1976_Blue_Grouse.pdf,Modeling of some aspects of a blue grouse population,"Steuter, A. A.",Research Report,1976,,ornithology; blue grouse,,,,,"STEUTER, 1976 Blue Grouse",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/STEUTER__1976_Blue_Grouse.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/steuter__1976_blue_grouse_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/steuter__1976_blue_grouse_th.jpg
twrs346,bibliography,STEUTER__1975_Blue_Grouse.pdf,"Some aspects of blue grouse, Dendragapus obscurus, summer ecology in the Idaho Primitive Area","Steuter, A. A.",Research Report,1975,,ornithology; blue grouse,,,,,"STEUTER, 1975 Blue Grouse",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/STEUTER__1975_Blue_Grouse.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/steuter__1975_blue_grouse_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/steuter__1975_blue_grouse_th.jpg
twrs347,bibliography,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/m1uotc/CP71108489300001451,"The bighorn sheep in Idaho, its status, life history, and management","Smith, D. R.",Book,1954,,bighorn sheep,,,,,,,,,,text,link,record,https://alliance-primo.hosted.exlibrisgroup.com/permalink/f/m1uotc/CP71108489300001451,,
twrs348,bibliography,SHIVE__2004_Hyperspectral_PPT.pdf,What exactly is hyperspectral remote sensing,"Shive, J. P.",Presentation ,2004,,remote sensing; herptology; amphibians,,,,,"SHIVE, 2004 Hyperspectral PPT",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/SHIVE__2004_Hyperspectral_PPT.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/shive__2004_hyperspectral_ppt_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/shive__2004_hyperspectral_ppt_th.jpg
twrs349,bibliography,https://wiki.landscapetoolbox.org/lib/exe/fetch.php/remote_sensing_methods:shive_msthesis_2004_final.pdf,"Mapping Amphibian Habitat Distribution in the Frank Church-River of No Return Wilderness, ID Using Multiple Scales of Remotely Sensed Data","Shive, J. P.",Thesis,2004,,herptology; remote sensing; frank church river of no return wilderness; big creek; amphibians,,,,Idaho State University,,,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/https://wiki.landscapetoolbox.org/lib/exe/fetch.php/remote_sensing_methods:shive_msthesis_2004_final.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/https://wiki_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/https://wiki_th.jpg
twrs350,bibliography,SHARDLOW__2005_Fisher.pdf,"A survey and habitat evaluation of American Marten and Fisher in the Frank Church Wilderness, Idaho","Shardlow, M.",Research Report,2005,,frank church river of no return wilderness,,,,,"SHARDLOW, 2005 Fisher",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/SHARDLOW__2005_Fisher.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/shardlow__2005_fisher_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/shardlow__2005_fisher_th.jpg
twrs351,bibliography,SEIDENSTICKER__1973_Social_Order_Mt_Lion.pdf,Mountain lion social organization in the idaho primitive area,"Seidensticker, J. C.; Hornocker, M. G.; Wiles, W. V.; Messick, J. P.",Journal Publication ,1973,,mountain lion; maurice hornocker; wilbur wiles,,,Wildlife Monographs,,"SEIDENSTICKER, 1973 Social Order Mt Lion",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/SEIDENSTICKER__1973_Social_Order_Mt_Lion.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/seidensticker__1973_social_order_mt_lion_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/seidensticker__1973_social_order_mt_lion_th.jpg
twrs352,bibliography,SEIDENSTICKER__1970_Track_Mt_Lion.pdf,Equipment and techniques for radiotracking mountain lions and elk,"Seidensticker, J. C.; Hornocker, M. G.; Knight, R. R.; Judd, S. L.",Research Report,1970,,mountain lion; maurice hornocker; elk,,,"Forest, Wildlife and Range Experiment Station Bulletin No. 6",,"SEIDENSTICKER, 1970 Track Mt Lion",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/SEIDENSTICKER__1970_Track_Mt_Lion.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/seidensticker__1970_track_mt_lion_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/seidensticker__1970_track_mt_lion_th.jpg
twrs353,bibliography,,"The birds of Big Creek and Chamberlain Basin, Idaho Primitive Area","Seidensticker, J. C.; Welch, R. E.",,1972,,ornithology; big creek,,,,,,,,,,text,record,record,,,
twrs354,bibliography,SEITZ__Hydro.pdf,Taylor Ranch remote power generation feasibility study and design,"Seitz, B.; C. Salire, and G. Harwood.",Research Report,1995,,taylor wilderness research station; power generation,,,,,"SEITZ, Hydro",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/SEITZ__Hydro.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/seitz__hydro_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/seitz__hydro_th.jpg
twrs355,bibliography,SAVAGE__1986_History.pdf,Taylor Ranch: UI's unique wilderness resource,"Savage, G.",Magazine Article,1986,,taylor wilderness research station; jim akenson; holly akenson; dave lewis,,,,,"SAVAGE, 1986 History",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/SAVAGE__1986_History.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/savage__1986_history_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/savage__1986_history_th.jpg
twrs356,bibliography,,Influence of wildfire on selected streams in the Payette National Forest. Annual Report,"Royer, T. V.; Minsall, G. W.; Robinson, C. T.",,1995,,fire; water; hydrology,,,,,,,,,,text,record,record,,,
twrs357,bibliography,,Habitat and biotic conditions during 1995 in streams influenced by wildfire. Annual Report,"Royer, T. V.; Minshall, G. W.",Report,1996,,fire; water; hydrology,,,,,,,,,,text,record,record,,,
twrs358,bibliography,,Effect of fire on wilderness stream ecosystems in the Frank Church – River of No Return Wilderness: Report of 1990 Studies,"Robinson, C. T.; Minshall, G. W.",,1991,,fire; water; hydrology,,,,,,,,,,text,record,record,,,
twrs359,bibliography,,The Sheepeater campaign: an archaeological perspective,"Roberts, R. L.",,1983,,archaeology; indigenous people,,,,,,,,,,text,record,record,,,
twrs360,bibliography,RICH__1992_Fish_Monitoring.pdf,"Idaho habitat/natural production monitoring. Part 1,General Monitoring Subproject. Annual Report, 1990","Rich, B. A.; Scully, R. J.; Petrosky, C. E.",Research Report,1992,,salmonids; water,,,,,"RICH, 1992 Fish Monitoring",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/RICH__1992_Fish_Monitoring.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/rich__1992_fish_monitoring_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/rich__1992_fish_monitoring_th.jpg
twrs361,bibliography,,Dynamics of a mountain lion population in central Idaho over a 20-year period,"Quigley, H. B.; Koehler, G. M.; Hornocker, M. G.",,1989,,mountain lion; maurice hornocker,,,,,,,,,,text,record,record,,,
twrs362,bibliography,,Mountain lion population dynamics over a 20-year period on Big Creek in central Idaho,"Quigley, H. B.; Koehler, G. M.; Hornocker, M. G.",,1987,,mountain lion; maurice hornocker; big creek,,,,,,,,,,text,record,record,,,
twrs363,bibliography,PRITCHETT__1986_Archaeology.pdf,UI anthropologist tracks Idaho's shadowy people,"Pritchett, J.",Magazine Article,1996,,archaeology; indigenous people; anthropology,,,,,"PRITCHETT, 1986 Archaeology",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/PRITCHETT__1986_Archaeology.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/pritchett__1986_archaeology_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pritchett__1986_archaeology_th.jpg
twrs364,bibliography,PRESTON__1996_History.pdf,"Cougar Dave: The story of David Lewis, quintessential man of the wilderness and other historical notes about the University of Idaho Ranch wilderness field station","Preston, P.",Article,1996,,dave lewis; taylor wilderness research station,,,,,"PRESTON, 1996 History",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/PRESTON__1996_History.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/preston__1996_history_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/preston__1996_history_th.jpg
twrs365,bibliography,PILLIOD__2002_Spotted_Frogs.pdf,Seasonal migration of Columbia spotted frogs (Rana luteiventris) among complementary resources in a high mountain basin,"Pilliod, D. S.; Peterson, C. R.; Ritson, P. I.",Journal Publication,2002,,herptology; amphibians,,,,,"PILLIOD, 2002 Spotted Frogs",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/PILLIOD__2002_Spotted_Frogs.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/pilliod__2002_spotted_frogs_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pilliod__2002_spotted_frogs_th.jpg
twrs366,bibliography,PILLIOD__PETERSON__2001_Amphibians.pdf,Local and landscape effects of introduced trout on amphibians in historically fishless watersheds,"Pilliod, D. S.; Peterson, C. R.",Journal Publication,2001,,herptology; water; hydrology; amphibians,,,,,"PILLIOD, PETERSON, 2001 Amphibians",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/PILLIOD__PETERSON__2001_Amphibians.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/pilliod__peterson__2001_amphibians_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pilliod__peterson__2001_amphibians_th.jpg
twrs367,bibliography,PILLIOD__2000_Amphibians.pdf,Evaluating effects of fish stocking on amphibians populations in wilderness lakes,"Pilliod, D. S. and C. R. Peterson",Research Report,2000,,herptology; water; hydrology; amphibians,,,,,"PILLIOD, 2000 Amphibians",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/PILLIOD__2000_Amphibians.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/pilliod__2000_amphibians_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/pilliod__2000_amphibians_th.jpg
twrs368,bibliography,https://bioone.org/journals/northwest-science/volume-88/issue-2/046.088.0207/Annual-Changes-in-Bluebunch-Wheatgrass-Biomass-and-Nutrients-Related-to/10.3955/046.088.0207.full,Annual changes in bluebunch wheatgrass biomass and nutrients related to climate and wildfire,"Peek, J. M.",Journal Publications,2014,,grass; climate; fire; vegetation,,,,,,,,,,text,link,record,https://bioone.org/journals/northwest-science/volume-88/issue-2/046.088.0207/Annual-Changes-in-Bluebunch-Wheatgrass-Biomass-and-Nutrients-Related-to/10.3955/046.088.0207.full,,
twrs369,bibliography,PEEK__YEO_2005_Shrub_Steppes.pdf,Shrub-steppe vegetation of the East Fork and the Middle Fork of the Salmon River Drainages,"Peek, J. M.; Yeo, J. J.; Hickey, W. O.; Lauer, J. L.; Claar, J. C.",,2005,,vegetation,,,,,"PEEK, YEO 2005 Shrub Steppes",,,,,text,application/pdf,pdf,https://webpages.uidaho.edu/library/twrs/objects/PEEK__YEO_2005_Shrub_Steppes.pdf,https://webpages.uidaho.edu/library/twrs/objects/small/peek__yeo_2005_shrub_steppes_sm.jpg,https://webpages.uidaho.edu/library/twrs/objects/thumbs/peek__yeo_2005_shrub_steppes_th.jpg
